satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
0.1,850.0,six,260.0,4+,no,yes,no,sales,low
0.44,530.0,two,149.0,3+,no,yes,no,sales,low
0.89,850.0,five,266.0,5+,no,yes,no,sales,low
0.42,560.0,two,149.0,3+,no,yes,no,sales,low
0.87,1000.0,five,242.0,5+,no,yes,no,sales,low
0.45,570.0,two,134.0,3+,no,yes,no,sales,low
0.11,870.0,five,271.0,4+,no,yes,no,sales,low
0.09,790.0,six,275.0,4+,no,yes,no,sales,low
0.76,830.0,five,227.0,5+,no,yes,no,sales,low
0.11,960.0,seven,277.0,5+,no,yes,no,sales,low
0.37,490.0,two,151.0,3+,no,yes,no,sales,low
0.1,790.0,six,274.0,4+,no,yes,no,sales,low
0.77,870.0,four,242.0,6+,no,yes,no,sales,low
0.42,540.0,two,143.0,3+,yes,yes,no,sales,low
0.38,520.0,two,145.0,3+,no,yes,no,sales,low
0.32,950.0,five,172.0,2+,no,yes,no,sales,low
0.38,490.0,two,135.0,3+,no,yes,no,accounting,low
0.19,1000.0,four,192.0,4+,no,yes,no,accounting,low
0.1,830.0,seven,276.0,4+,no,yes,no,accounting,low
0.76,880.0,four,206.0,4+,no,yes,no,hr,medium
0.53,560.0,four,281.0,6+,no,yes,no,hr,medium
0.39,510.0,two,151.0,3+,no,yes,no,hr,medium
0.11,830.0,six,244.0,4+,no,yes,no,hr,medium
0.1,940.0,six,309.0,4+,no,yes,no,technical,medium
0.84,1000.0,five,218.0,5+,no,yes,no,technical,medium
0.82,990.0,four,263.0,6+,no,yes,no,technical,medium
0.1,820.0,six,244.0,4+,no,yes,no,technical,medium
0.59,490.0,seven,263.0,4+,no,yes,no,technical,medium
0.44,480.0,two,143.0,3+,no,yes,no,technical,medium
0.89,950.0,two,181.0,5+,no,yes,no,technical,medium
0.91,840.0,five,265.0,5+,no,yes,no,technical,medium
0.66,570.0,five,161.0,5+,no,yes,no,technical,high
0.11,870.0,seven,282.0,5+,no,yes,no,technical,low
0.43,510.0,two,155.0,3+,no,yes,no,technical,medium
0.78,830.0,four,217.0,6+,no,yes,no,support,medium
0.11,970.0,six,289.0,5+,no,yes,no,support,medium
0.83,980.0,four,259.0,5+,no,yes,no,support,medium
0.39,540.0,two,158.0,3+,no,yes,no,support,low
0.38,550.0,two,158.0,3+,no,yes,no,support,low
0.37,570.0,two,155.0,3+,no,yes,no,support,low
0.44,480.0,two,146.0,3+,no,yes,no,support,low
0.53,850.0,two,164.0,5+,no,yes,no,support,low
0.09,960.0,six,259.0,4+,no,yes,no,support,low
0.11,890.0,six,293.0,4+,no,yes,no,support,low
0.83,960.0,five,275.0,5+,no,yes,no,support,low
0.88,1000.0,five,219.0,6+,yes,yes,no,technical,low
0.1,890.0,six,247.0,4+,no,yes,no,technical,low
0.09,860.0,seven,309.0,4+,no,yes,no,technical,low
0.44,540.0,two,151.0,3+,no,yes,no,management,low
0.39,510.0,two,129.0,3+,no,yes,no,IT,low
0.87,940.0,four,274.0,5+,no,yes,no,IT,low
0.74,990.0,four,233.0,5+,no,yes,no,IT,low
0.1,950.0,seven,289.0,4+,no,yes,no,IT,low
0.74,820.0,four,239.0,6+,no,yes,no,IT,low
0.75,990.0,five,221.0,5+,no,yes,no,product_mng,low
0.41,560.0,two,150.0,3+,no,yes,no,product_mng,low
0.41,450.0,two,144.0,3+,yes,yes,no,product_mng,low
0.09,900.0,seven,289.0,4+,no,yes,no,product_mng,low
0.09,800.0,six,301.0,5+,no,yes,no,IT,medium
0.39,570.0,two,145.0,3+,no,yes,no,accounting,medium
0.4,560.0,two,137.0,3+,no,yes,no,accounting,medium
0.37,540.0,two,131.0,3+,yes,yes,no,hr,medium
0.1,840.0,six,246.0,4+,no,yes,no,hr,medium
0.43,510.0,two,136.0,3+,no,yes,no,hr,medium
0.75,850.0,five,240.0,6+,yes,yes,no,marketing,medium
0.37,560.0,two,156.0,3+,no,yes,no,sales,medium
0.11,850.0,six,305.0,4+,no,yes,no,accounting,medium
0.45,450.0,two,154.0,3+,yes,yes,no,support,medium
0.87,1000.0,five,261.0,5+,yes,yes,no,technical,medium
0.11,940.0,seven,244.0,4+,no,yes,no,management,medium
0.45,540.0,two,129.0,3+,no,yes,no,marketing,high
0.81,870.0,four,254.0,5+,no,yes,no,marketing,low
0.77,910.0,five,236.0,5+,no,yes,no,marketing,medium
0.89,920.0,five,237.0,5+,no,yes,no,sales,medium
0.43,490.0,two,135.0,3+,no,yes,no,sales,medium
0.78,1000.0,five,236.0,5+,no,yes,no,sales,medium
0.37,470.0,two,149.0,3+,no,yes,no,sales,low
0.37,500.0,two,141.0,3+,no,yes,no,sales,low
0.85,820.0,four,270.0,5+,no,yes,no,sales,low
0.41,470.0,two,138.0,3+,no,yes,no,sales,low
0.11,960.0,six,298.0,4+,no,yes,no,sales,low
0.75,990.0,five,254.0,5+,no,yes,no,sales,low
0.82,850.0,five,248.0,5+,no,yes,no,sales,low
0.79,1000.0,five,257.0,6+,no,yes,no,sales,low
0.43,530.0,two,150.0,3+,no,yes,no,sales,low
0.1,900.0,seven,281.0,4+,no,yes,no,sales,low
0.46,480.0,two,141.0,3+,yes,yes,no,sales,low
0.43,570.0,two,157.0,3+,no,yes,no,sales,low
0.43,550.0,two,136.0,3+,no,yes,no,sales,low
0.11,800.0,seven,296.0,4+,no,yes,no,sales,low
0.09,860.0,six,279.0,4+,no,yes,no,sales,low
0.37,530.0,two,131.0,3+,no,yes,no,sales,low
0.4,570.0,two,160.0,3+,no,yes,no,accounting,low
0.1,770.0,seven,291.0,4+,no,yes,no,accounting,low
0.41,530.0,two,157.0,3+,no,yes,no,accounting,low
0.79,580.0,three,294.0,4+,no,yes,no,hr,low
0.11,790.0,seven,310.0,4+,no,yes,no,hr,low
0.1,970.0,six,282.0,4+,no,yes,no,hr,medium
0.44,510.0,two,134.0,3+,no,yes,no,hr,medium
0.25,460.0,four,214.0,4+,no,yes,no,technical,medium
0.44,520.0,two,137.0,3+,no,yes,no,technical,medium
0.73,1000.0,four,252.0,5+,no,yes,no,technical,medium
0.75,970.0,five,243.0,6+,no,yes,no,technical,medium
0.36,470.0,two,148.0,3+,no,yes,no,technical,medium
0.37,490.0,two,151.0,3+,no,yes,no,technical,medium
0.39,490.0,two,129.0,3+,no,yes,no,technical,medium
0.48,780.0,two,198.0,2+,no,yes,no,technical,medium
0.57,720.0,four,275.0,6+,no,yes,no,technical,medium
0.9,960.0,five,243.0,5+,no,yes,no,technical,medium
0.39,550.0,two,159.0,3+,no,yes,no,technical,high
0.44,510.0,two,145.0,3+,no,yes,no,support,low
0.81,880.0,five,242.0,5+,no,yes,no,support,medium
0.74,870.0,five,242.0,5+,no,yes,no,support,medium
0.44,560.0,two,145.0,3+,no,yes,no,support,medium
0.41,560.0,two,154.0,3+,no,yes,yes,support,medium
0.4,510.0,two,139.0,3+,no,yes,no,support,low
0.46,570.0,two,152.0,3+,no,yes,no,support,low
0.8,830.0,two,211.0,3+,no,yes,no,support,low
0.87,900.0,five,258.0,5+,no,yes,no,support,low
0.39,540.0,two,155.0,3+,no,yes,no,support,low
0.38,550.0,two,148.0,3+,no,yes,no,support,low
0.66,670.0,two,255.0,3+,no,yes,no,technical,low
0.1,800.0,six,264.0,4+,no,yes,no,technical,low
0.37,540.0,two,132.0,3+,no,yes,no,technical,low
0.1,770.0,six,255.0,4+,no,yes,no,management,low
0.09,870.0,five,263.0,4+,no,yes,no,IT,low
0.86,840.0,five,222.0,5+,no,yes,no,IT,low
0.11,900.0,six,263.0,4+,no,yes,no,IT,low
0.37,460.0,two,157.0,3+,no,yes,no,IT,low
0.11,920.0,seven,307.0,4+,no,yes,no,IT,low
0.77,980.0,five,259.0,6+,no,yes,no,product_mng,low
0.84,940.0,five,222.0,6+,no,yes,no,product_mng,low
0.1,840.0,seven,250.0,4+,no,yes,no,product_mng,low
0.83,900.0,five,245.0,5+,no,yes,no,product_mng,low
0.11,790.0,six,292.0,4+,no,yes,no,IT,low
0.86,920.0,five,252.0,5+,no,yes,no,RandD,low
0.38,560.0,two,161.0,3+,no,yes,no,RandD,medium
0.11,880.0,five,250.0,4+,no,yes,no,RandD,medium
0.45,490.0,two,134.0,3+,no,yes,no,RandD,medium
0.1,850.0,seven,279.0,4+,no,yes,no,RandD,medium
0.09,950.0,seven,256.0,4+,no,yes,no,marketing,medium
0.39,530.0,two,127.0,3+,no,yes,no,sales,medium
0.37,470.0,two,138.0,3+,yes,yes,no,accounting,medium
0.81,970.0,five,243.0,5+,no,yes,no,support,medium
0.09,900.0,seven,296.0,4+,no,yes,no,technical,medium
0.1,880.0,seven,267.0,4+,no,yes,no,management,medium
0.39,490.0,two,144.0,3+,no,yes,no,marketing,medium
0.83,950.0,four,251.0,5+,no,yes,no,marketing,medium
0.45,570.0,two,148.0,3+,no,yes,no,marketing,high
0.43,510.0,two,141.0,3+,no,yes,no,sales,low
0.8,750.0,three,268.0,2+,no,yes,no,sales,medium
0.1,860.0,six,247.0,4+,no,yes,no,sales,medium
0.1,550.0,two,247.0,4+,no,yes,no,sales,medium
0.36,520.0,two,146.0,3+,no,yes,no,sales,medium
0.38,500.0,two,140.0,3+,no,yes,no,sales,low
0.78,980.0,five,263.0,6+,no,yes,no,sales,low
0.44,490.0,two,145.0,3+,no,yes,no,sales,low
0.41,460.0,two,156.0,3+,yes,yes,no,sales,low
0.72,850.0,five,244.0,6+,no,yes,no,sales,low
0.46,540.0,two,144.0,3+,no,yes,no,sales,low
0.1,900.0,seven,286.0,4+,no,yes,no,sales,low
0.34,670.0,four,141.0,2+,no,yes,no,sales,low
0.11,890.0,six,260.0,5+,no,yes,no,sales,low
0.38,560.0,two,154.0,3+,no,yes,no,sales,low
0.82,920.0,five,225.0,5+,no,yes,no,,low
0.39,570.0,two,127.0,3+,no,yes,no,sales,low
0.44,530.0,two,140.0,3+,no,yes,no,sales,low
0.43,520.0,two,147.0,3+,no,yes,no,sales,low
0.84,830.0,four,227.0,5+,no,yes,no,accounting,low
0.43,480.0,two,153.0,3+,no,yes,no,accounting,low
0.37,520.0,two,128.0,3+,no,yes,no,accounting,low
0.74,970.0,four,228.0,5+,no,yes,no,hr,low
0.73,970.0,five,235.0,5+,no,yes,no,hr,low
0.37,470.0,two,148.0,3+,no,yes,no,hr,low
0.58,620.0,four,238.0,3+,no,yes,no,hr,low
0.4,540.0,two,141.0,3+,no,yes,no,technical,medium
0.51,830.0,five,249.0,4+,no,yes,no,technical,medium
0.46,500.0,two,151.0,3+,no,yes,no,technical,medium
0.45,540.0,two,129.0,3+,no,yes,no,technical,medium
0.46,500.0,two,156.0,3+,no,yes,no,technical,medium
0.39,450.0,two,134.0,3+,no,yes,no,technical,medium
0.09,880.0,six,269.0,4+,no,yes,no,technical,medium
0.09,770.0,six,290.0,4+,no,yes,no,technical,medium
0.37,510.0,two,132.0,3+,no,yes,no,technical,medium
0.1,890.0,seven,308.0,4+,no,yes,no,technical,medium
0.77,1000.0,four,232.0,5+,no,yes,no,technical,medium
0.79,860.0,five,235.0,5+,no,yes,no,support,medium
0.43,550.0,two,130.0,3+,no,yes,no,support,high
0.38,530.0,two,146.0,3+,no,yes,no,support,low
0.77,910.0,five,221.0,6+,no,yes,no,support,medium
0.44,500.0,two,130.0,3+,no,yes,no,support,medium
0.39,460.0,two,136.0,3+,no,yes,no,support,medium
0.78,890.0,five,274.0,6+,no,yes,no,support,medium
0.1,790.0,six,256.0,5+,no,yes,no,support,low
0.1,770.0,five,276.0,4+,no,yes,no,support,low
0.75,850.0,five,267.0,5+,no,yes,no,support,low
0.46,620.0,six,213.0,3+,no,yes,no,support,low
0.91,970.0,four,274.0,6+,no,yes,no,technical,low
0.1,920.0,six,258.0,4+,no,yes,no,technical,low
0.72,600.0,three,153.0,5+,no,yes,no,technical,low
0.11,950.0,six,245.0,4+,no,yes,no,management,low
0.11,940.0,six,264.0,4+,no,yes,no,IT,low
0.46,570.0,two,154.0,3+,no,yes,no,IT,low
0.37,460.0,two,149.0,3+,no,yes,no,IT,low
0.46,500.0,two,157.0,3+,no,yes,no,IT,low
0.43,570.0,two,127.0,3+,no,yes,no,IT,low
0.11,820.0,six,270.0,4+,no,yes,no,product_mng,low
0.73,890.0,five,236.0,6+,no,yes,no,product_mng,low
0.43,470.0,two,158.0,3+,no,yes,no,product_mng,low
0.86,1000.0,five,229.0,5+,no,yes,no,product_mng,low
0.1,830.0,six,269.0,4+,no,yes,no,IT,low
0.4,490.0,two,128.0,3+,no,yes,no,sales,low
0.11,870.0,seven,278.0,4+,no,yes,no,sales,low
0.86,980.0,three,158.0,5+,no,yes,no,sales,low
0.42,1000.0,three,202.0,3+,no,yes,no,sales,medium
0.79,840.0,four,240.0,5+,no,yes,no,sales,medium
0.1,960.0,seven,255.0,4+,no,yes,no,marketing,medium
0.09,920.0,seven,254.0,4+,no,yes,no,sales,medium
0.09,820.0,six,257.0,4+,no,yes,no,accounting,medium
0.87,1000.0,four,228.0,5+,no,yes,no,support,medium
0.36,490.0,two,145.0,3+,no,yes,no,technical,medium
0.42,750.0,three,218.0,4+,no,yes,no,management,medium
0.84,860.0,five,268.0,5+,no,yes,no,marketing,medium
0.1,830.0,six,278.0,4+,no,yes,no,marketing,medium
0.78,710.0,three,249.0,5+,no,yes,no,marketing,medium
0.35,990.0,three,236.0,4+,no,yes,no,sales,medium
0.1,810.0,seven,291.0,4+,no,yes,no,sales,high
0.11,800.0,six,306.0,4+,no,yes,no,sales,low
0.43,480.0,two,135.0,3+,no,yes,no,sales,medium
0.38,450.0,two,156.0,3+,no,yes,no,sales,medium
0.46,540.0,two,143.0,3+,no,yes,no,sales,medium
0.89,820.0,four,243.0,5+,no,yes,no,sales,medium
0.45,500.0,two,147.0,3+,no,yes,no,sales,low
0.44,530.0,two,159.0,3+,no,yes,no,sales,low
0.74,540.0,five,216.0,3+,no,yes,no,sales,low
0.45,540.0,two,152.0,3+,no,yes,no,sales,low
0.79,930.0,four,226.0,5+,no,yes,no,sales,low
0.79,910.0,five,271.0,5+,no,yes,no,sales,low
0.11,870.0,six,255.0,4+,no,yes,no,sales,low
0.42,480.0,two,140.0,3+,no,yes,no,sales,low
0.64,900.0,six,252.0,2+,no,yes,no,sales,low
0.4,550.0,two,159.0,3+,no,yes,no,sales,low
0.84,980.0,five,270.0,5+,no,yes,no,sales,low
0.73,920.0,five,232.0,5+,no,yes,no,sales,low
0.4,510.0,two,144.0,3+,no,yes,no,accounting,low
0.36,450.0,two,127.0,3+,no,yes,no,accounting,low
0.43,470.0,two,131.0,3+,no,yes,no,accounting,low
0.11,780.0,six,243.0,4+,no,yes,no,hr,low
0.91,1000.0,five,244.0,6+,no,yes,no,hr,low
0.8,1000.0,five,260.0,5+,no,yes,no,hr,low
0.42,490.0,two,139.0,3+,no,yes,no,hr,low
0.31,870.0,four,184.0,3+,no,yes,no,technical,low
0.44,470.0,two,130.0,3+,no,yes,no,technical,low
0.38,540.0,two,135.0,3+,no,yes,no,technical,medium
0.45,560.0,two,146.0,3+,no,yes,no,technical,medium
0.43,460.0,two,149.0,3+,no,yes,no,technical,medium
0.45,460.0,two,153.0,3+,yes,yes,no,technical,medium
0.43,570.0,two,160.0,3+,no,yes,no,technical,medium
0.43,490.0,two,160.0,3+,no,yes,no,technical,medium
0.09,830.0,six,282.0,4+,no,yes,no,technical,medium
0.43,470.0,two,128.0,3+,no,yes,no,technical,medium
0.79,940.0,four,232.0,5+,no,yes,no,technical,medium
0.85,580.0,three,226.0,2+,no,yes,no,support,medium
0.38,450.0,two,129.0,3+,no,yes,no,support,medium
0.11,920.0,seven,255.0,4+,no,yes,no,support,medium
0.83,990.0,five,258.0,5+,no,yes,no,support,high
0.81,910.0,four,229.0,5+,no,yes,no,support,low
0.42,560.0,two,143.0,3+,no,yes,no,support,medium
0.11,870.0,six,257.0,4+,no,yes,no,support,medium
0.11,850.0,seven,275.0,4+,no,yes,no,support,medium
0.1,890.0,seven,291.0,4+,no,yes,no,support,medium
0.5,540.0,five,153.0,4+,no,yes,no,support,low
0.44,490.0,two,154.0,3+,no,yes,no,support,low
0.11,900.0,six,301.0,4+,no,yes,no,technical,low
0.39,520.0,two,134.0,3+,no,yes,no,technical,low
0.11,780.0,six,245.0,4+,no,yes,no,technical,low
0.36,500.0,two,132.0,3+,no,yes,no,management,low
0.43,510.0,two,130.0,3+,no,yes,no,IT,low
0.4,500.0,two,127.0,3+,no,yes,no,IT,low
0.86,840.0,four,246.0,6+,no,yes,no,IT,low
0.38,490.0,two,145.0,3+,no,yes,no,IT,low
0.46,450.0,two,138.0,3+,no,yes,yes,IT,low
0.37,570.0,two,129.0,3+,no,yes,no,product_mng,low
0.43,520.0,two,150.0,3+,no,yes,no,product_mng,low
0.66,930.0,five,253.0,5+,no,yes,no,product_mng,low
0.37,480.0,two,160.0,3+,no,yes,no,product_mng,low
0.77,920.0,five,235.0,5+,no,yes,no,IT,low
0.38,550.0,two,151.0,3+,no,yes,no,sales,low
0.39,540.0,two,127.0,3+,no,yes,no,sales,low
0.41,550.0,two,151.0,3+,no,yes,no,sales,low
0.1,900.0,seven,290.0,4+,no,yes,no,sales,low
0.09,930.0,six,249.0,4+,no,yes,no,sales,low
0.41,470.0,two,131.0,3+,no,yes,no,marketing,medium
0.39,460.0,two,159.0,3+,no,yes,no,sales,medium
0.83,990.0,four,223.0,5+,no,yes,no,accounting,medium
0.09,870.0,three,214.0,2+,no,yes,no,support,medium
0.75,810.0,five,227.0,5+,no,yes,no,technical,medium
0.44,540.0,two,127.0,3+,no,yes,no,management,medium
0.1,840.0,six,293.0,5+,no,yes,no,marketing,medium
0.42,460.0,two,141.0,3+,no,yes,no,marketing,medium
0.1,830.0,six,300.0,4+,no,yes,no,marketing,medium
0.1,860.0,six,309.0,4+,no,yes,no,sales,medium
0.31,770.0,four,149.0,3+,no,yes,no,sales,medium
0.42,540.0,two,159.0,3+,no,yes,no,sales,medium
0.38,500.0,two,152.0,3+,no,yes,no,sales,high
0.39,570.0,two,158.0,3+,no,yes,no,sales,low
0.1,970.0,six,254.0,5+,no,yes,no,sales,medium
0.11,930.0,six,294.0,4+,no,yes,no,sales,medium
0.1,920.0,seven,269.0,4+,no,yes,no,sales,medium
0.11,900.0,seven,247.0,4+,no,yes,no,sales,medium
0.44,650.0,three,271.0,4+,no,yes,no,sales,low
0.91,960.0,four,232.0,5+,no,yes,no,sales,low
0.72,1000.0,four,245.0,5+,no,yes,no,sales,low
0.36,460.0,two,132.0,3+,no,yes,no,sales,low
0.44,570.0,two,131.0,3+,no,yes,no,sales,low
0.85,990.0,five,248.0,5+,no,yes,no,sales,low
0.78,930.0,five,225.0,5+,no,yes,no,sales,low
0.39,460.0,two,156.0,3+,no,yes,no,sales,low
0.78,810.0,three,222.0,2+,no,yes,no,sales,low
0.1,920.0,six,243.0,4+,yes,yes,no,sales,low
0.23,990.0,four,204.0,4+,yes,yes,no,accounting,low
0.11,870.0,six,301.0,4+,no,yes,no,accounting,low
0.9,830.0,five,259.0,5+,no,yes,no,accounting,low
0.91,890.0,four,247.0,5+,no,yes,no,hr,low
0.11,790.0,seven,295.0,4+,no,yes,no,hr,low
0.43,540.0,two,150.0,3+,no,yes,no,hr,low
0.45,490.0,two,151.0,3+,no,yes,no,hr,low
0.11,910.0,five,291.0,4+,no,yes,no,technical,low
0.11,930.0,six,253.0,4+,yes,yes,no,technical,low
0.43,500.0,two,161.0,3+,no,yes,no,technical,low
0.91,970.0,four,251.0,6+,no,yes,no,technical,low
0.43,550.0,two,153.0,3+,no,yes,no,technical,medium
0.85,820.0,five,264.0,6+,no,yes,no,technical,medium
0.1,770.0,six,310.0,4+,no,yes,no,technical,medium
0.81,950.0,five,266.0,5+,no,yes,no,technical,medium
0.36,620.0,four,237.0,2+,no,yes,no,technical,medium
0.45,540.0,two,138.0,3+,no,yes,no,technical,medium
0.86,1000.0,five,227.0,5+,no,yes,no,technical,medium
0.71,1000.0,four,300.0,5+,no,yes,no,support,medium
0.11,970.0,seven,310.0,4+,no,yes,no,support,medium
0.84,930.0,five,236.0,5+,no,yes,no,support,medium
0.09,970.0,seven,288.0,4+,no,yes,no,support,medium
0.38,490.0,two,127.0,3+,no,yes,no,support,medium
0.15,550.0,six,139.0,4+,no,yes,no,support,high
0.1,920.0,seven,253.0,4+,yes,yes,no,support,low
0.8,970.0,four,218.0,5+,yes,yes,no,support,medium
0.84,970.0,five,251.0,5+,no,yes,no,support,medium
0.11,870.0,six,264.0,4+,no,yes,no,support,medium
0.89,790.0,three,149.0,2+,no,yes,no,support,medium
0.45,510.0,two,138.0,3+,no,yes,no,technical,low
0.11,930.0,seven,284.0,4+,no,yes,no,technical,low
0.74,930.0,five,244.0,5+,no,yes,no,technical,low
0.41,500.0,two,128.0,3+,no,yes,no,management,low
0.44,530.0,two,154.0,3+,no,yes,no,IT,low
0.37,560.0,two,138.0,3+,no,yes,no,IT,low
0.11,860.0,six,308.0,4+,no,yes,no,IT,low
0.1,930.0,six,269.0,4+,no,yes,no,IT,low
0.7,740.0,six,136.0,3+,no,yes,no,IT,low
0.59,1000.0,two,160.0,5+,no,yes,no,product_mng,low
0.38,530.0,two,138.0,3+,no,yes,no,product_mng,low
0.72,950.0,four,220.0,5+,no,yes,no,product_mng,low
0.73,1000.0,five,274.0,5+,no,yes,no,product_mng,low
0.39,480.0,two,161.0,3+,no,yes,no,IT,low
0.89,820.0,five,224.0,6+,no,yes,no,RandD,low
0.89,1000.0,four,260.0,5+,no,yes,no,RandD,low
0.11,780.0,six,300.0,4+,yes,yes,no,RandD,low
0.43,560.0,two,133.0,3+,no,yes,no,RandD,low
0.09,930.0,six,308.0,4+,no,yes,no,RandD,low
0.81,900.0,five,238.0,6+,no,yes,no,marketing,low
0.37,530.0,two,126.0,3+,no,yes,no,sales,low
0.36,560.0,two,138.0,3+,no,yes,no,accounting,medium
0.11,850.0,six,299.0,4+,no,yes,no,support,medium
0.1,850.0,six,254.0,4+,no,yes,no,technical,medium
0.66,470.0,seven,156.0,2+,no,yes,no,management,medium
0.39,470.0,two,152.0,3+,no,yes,no,marketing,medium
0.44,510.0,two,146.0,3+,no,yes,no,marketing,medium
0.1,840.0,six,253.0,4+,no,yes,no,marketing,medium
0.79,940.0,five,227.0,6+,no,yes,no,sales,medium
0.1,810.0,six,301.0,4+,yes,yes,no,sales,medium
0.54,940.0,six,294.0,3+,no,yes,no,sales,medium
0.37,470.0,two,151.0,3+,no,yes,no,sales,medium
0.37,570.0,two,128.0,3+,no,yes,no,sales,medium
0.82,890.0,five,217.0,5+,no,yes,no,sales,high
0.45,520.0,two,160.0,3+,no,yes,no,sales,low
0.79,900.0,five,263.0,5+,no,yes,no,sales,medium
0.42,560.0,two,156.0,3+,no,yes,no,sales,medium
0.1,850.0,six,273.0,4+,no,yes,no,sales,medium
0.11,780.0,six,303.0,4+,no,yes,no,sales,medium
0.74,1000.0,four,253.0,5+,no,yes,no,,low
0.1,930.0,six,270.0,4+,no,yes,no,sales,low
0.79,1000.0,four,218.0,5+,no,yes,no,sales,low
0.43,480.0,two,144.0,3+,no,yes,no,sales,low
0.41,470.0,two,154.0,3+,no,yes,no,sales,low
0.39,550.0,two,146.0,3+,no,yes,no,sales,low
0.1,940.0,six,260.0,4+,no,yes,no,sales,low
0.82,850.0,five,218.0,5+,no,yes,no,sales,low
0.41,460.0,two,128.0,3+,no,yes,no,accounting,low
0.42,560.0,two,128.0,3+,no,yes,no,accounting,low
0.74,880.0,four,248.0,6+,no,yes,no,accounting,low
0.38,570.0,two,152.0,3+,yes,yes,no,hr,low
0.39,560.0,two,126.0,3+,no,yes,no,hr,low
0.87,940.0,four,260.0,5+,no,yes,no,hr,low
0.1,900.0,five,263.0,4+,no,yes,no,hr,low
0.78,1000.0,five,220.0,5+,no,yes,no,technical,low
0.14,730.0,seven,282.0,5+,no,yes,no,technical,low
0.11,940.0,six,277.0,5+,no,yes,no,technical,low
0.91,940.0,five,257.0,5+,no,yes,no,technical,low
0.49,630.0,six,265.0,3+,no,yes,no,technical,low
0.38,470.0,two,143.0,3+,no,yes,no,technical,low
0.82,970.0,five,263.0,5+,no,yes,no,technical,medium
0.38,880.0,three,154.0,4+,no,yes,no,technical,medium
0.89,1000.0,five,253.0,5+,no,yes,no,technical,medium
0.11,790.0,six,294.0,4+,no,yes,no,technical,medium
0.37,510.0,two,128.0,3+,no,yes,no,technical,medium
0.38,500.0,two,153.0,3+,no,yes,no,support,medium
0.78,870.0,five,256.0,5+,no,yes,no,support,medium
0.41,510.0,two,127.0,3+,no,yes,no,support,medium
0.41,510.0,two,137.0,3+,no,yes,no,support,medium
0.11,830.0,six,295.0,4+,no,yes,no,support,medium
0.11,790.0,six,281.0,4+,no,yes,no,support,medium
0.43,570.0,two,131.0,3+,yes,yes,no,support,medium
0.75,860.0,five,237.0,5+,no,yes,no,support,high
0.74,990.0,four,276.0,5+,no,yes,no,support,low
0.85,850.0,five,267.0,5+,no,yes,no,support,medium
0.73,920.0,five,266.0,5+,no,yes,no,support,medium
0.1,790.0,six,294.0,4+,no,yes,no,technical,medium
0.44,560.0,two,134.0,3+,no,yes,no,technical,medium
0.3,560.0,three,309.0,4+,yes,yes,no,technical,low
0.11,770.0,seven,273.0,4+,no,yes,no,management,low
0.84,830.0,five,238.0,5+,no,yes,no,IT,low
0.78,940.0,five,271.0,6+,no,yes,no,IT,low
0.43,530.0,two,145.0,3+,no,yes,no,IT,low
0.36,550.0,two,152.0,3+,no,yes,no,IT,low
0.43,470.0,two,128.0,3+,no,yes,no,IT,low
0.45,460.0,two,142.0,3+,no,yes,no,product_mng,low
0.76,930.0,five,238.0,5+,no,yes,no,product_mng,low
0.1,780.0,seven,286.0,4+,no,yes,no,product_mng,low
0.09,860.0,six,291.0,4+,no,yes,no,product_mng,low
0.92,1000.0,five,259.0,5+,no,yes,no,IT,low
0.92,900.0,five,248.0,5+,no,yes,no,sales,low
0.79,980.0,four,271.0,5+,no,yes,no,sales,low
0.43,510.0,two,140.0,3+,no,yes,no,sales,low
0.8,950.0,four,274.0,5+,no,yes,no,sales,low
0.44,490.0,two,127.0,3+,yes,yes,no,sales,low
0.89,870.0,five,275.0,6+,no,yes,no,marketing,low
0.48,880.0,three,239.0,3+,no,yes,no,sales,low
0.11,820.0,six,304.0,4+,yes,yes,no,accounting,low
0.38,550.0,two,145.0,3+,no,yes,no,support,low
0.11,850.0,six,259.0,4+,no,yes,no,technical,medium
0.82,860.0,four,264.0,5+,no,yes,no,management,medium
0.37,450.0,two,160.0,3+,no,yes,no,marketing,medium
0.4,480.0,two,138.0,3+,no,yes,no,marketing,medium
0.43,470.0,two,137.0,3+,no,yes,no,marketing,medium
0.44,500.0,two,156.0,3+,no,yes,no,sales,medium
0.42,560.0,two,147.0,3+,no,yes,no,sales,medium
0.11,800.0,seven,243.0,4+,no,yes,no,sales,medium
0.78,870.0,four,236.0,5+,no,yes,no,sales,medium
0.46,860.0,two,212.0,4+,no,yes,no,sales,medium
0.77,910.0,five,261.0,6+,no,yes,no,sales,medium
0.83,820.0,four,243.0,5+,no,yes,no,,medium
0.32,580.0,five,271.0,5+,no,yes,no,sales,high
0.9,920.0,five,154.0,4+,no,yes,no,sales,low
0.42,520.0,two,151.0,3+,no,yes,no,sales,medium
0.1,960.0,six,254.0,4+,yes,yes,no,sales,medium
0.1,910.0,six,285.0,4+,no,yes,no,sales,medium
0.44,490.0,two,130.0,3+,no,yes,no,sales,medium
0.1,950.0,seven,301.0,4+,no,yes,no,sales,low
0.11,800.0,six,286.0,4+,no,yes,no,sales,low
0.1,890.0,six,246.0,4+,no,yes,no,sales,low
0.39,470.0,two,135.0,3+,no,yes,no,sales,low
